titles,category
공부 머리는 유전인 줄만 알았는데  놀라운 결과  나왔다,World
트럼프  핵심 측근 짐 조던 향해  하원의장에 어울리는 유일한 적임자 ,World
 올댓차이나  홍콩 증시    경기지원 기대에 상승 마감  주       ,World
러 하원의장   도 핵실험금지조약 비준 안했다   우리도 철회 논의할 것 ,World
      러시아에 우크라전쟁 투입용 대포 이전 ,World
바이든 시진핑 내달 만난다 갈등 돌파구 찾나,World
우크라 민가에 미사일 날린 푸틴   년 만에  핵실험 재개  경고,World
탕후루 열풍 속 설탕 쓸어담는  ,World
먹는 비만약의 위력 살찌우는 콜라   확 빠졌다,World
 매체    토마호크  주변국 위협시 보복 직면할 것 ,World
스웨덴  우크라 추가 군사지원 발표     억원 규모  전투기는 제외,World
다급한 처지끼리 미 중 갈등 와중 만날 이유 생긴 바이든  ,World
 경고장 날린 푸틴   핵실험 재개할수도 ,World
미국 미시시피강에 바닷물 역류까지 지구촌   월도 가장 더웠다,World
육사 독립전쟁 영웅실 철거    윤석열 정권의 진짜 의도  김종성의  히  스토리  ,World
대포 배달입네다   북한  러시아에 대포 이송중  무시당한 미국 핫이슈 ,World
  일본산 수산물 수입 급감    여행도 타격  경고,World
공화당 쥐락펴락  상왕  트럼프에  하원의장 경선판  출렁 ,World
트럼프가 미 하원의장  트럼프  조던 의원이 하원의장 나의 완전한 지지 받아 ,World
대만 야당후보 단일화 가능성 솔솔  쉽지 않을 전망 ,World
푸틴 으름장 현실화하나 러  핵실험금지조약 비준 철회 논의,World
 영상  우크라 특수부대 한밤중 크림반도 제트스키 상륙작전 교전 치열,World
 어쩐지 덥더라  올  월 한국도 전세계도 역대 최고 기온,World
  바이든 정부  이민자 폭증에 베네수엘라로 강제 송환 재개,World
대만  연내    유출금지  기술 목록 발표    반도체 항공우주 등 포함될 듯,World
  세기 기술 혁신의 선봉장     수익성 좇다 퇴보의 길로,World
 트럼프  핵잠수함 기밀 호주 사업가에게 발설했다   언론,World
러  우크라 민간 거주지역에 미사일 맹폭  어린이 포함 최소   명 사망,World
푸틴  핵추진 순항미사일 시험 성공   핵실험 재개  경고도,World
시리아 내전 격화되나 육사 졸업식에 자폭 드론  쾅쾅  사상자    명 넘어,World
캐나다 서부 국립공원서 캠핑하던   대 부부  곰 습격에 숨져,World
 자차 끌려면 일단  억 원 내세요  아무나 차 못 사는  이 나라 ,World
 자막뉴스   가능성 꽤 높아    다시 만나는 두 정상,World
 예산이 남아서   약속 깨고 국경 장벽 다시 짓는 바이든의 변명,World
 방송    외교차량  불법선팅 문제있어 한국에서만 해라 ,World
일본 오염수  차 방류에 중국  일방 방류 단호히 반대 ,World
 속보  한국 야구  중국 완파했다 대만과 금메달 놓고 재격돌,World
푸틴  많이 무서웠구나 러  흑해 함대 대규모  탈출   위성사진 공개 포착 ,World
    베트남 포섭에 혈안   시진핑도 바이든 이어 방문할 듯,World
   러시아에 대포 이전 돌입 바이든은   월 시진핑과 회담,World
뛰는 국채금리에 경착륙이냐 연착륙이냐   경제 엇갈린 전망,World
호텔 객실서 전기자전거 배터리 폭발 극적으로 피한 호주 여행객들,World
소비세  배 인상  기업 매출     기부 러시아 전쟁 올인,World
      각국 달러 비중 줄여도  달러 쉽지 않은 이유,World
오늘 밤  시   분 발표되는 고용 보고서 미증시 최대 분수령,World
 대만  중화민국  국호 논란에 장제스 증손 타이베이 시장 가세,World
경선 뒤흔드는 트럼프 하원의장 등판 시사했다 철회 상보 ,World
중국의 아성이었던 대만 진먼다오에서도 반중정서 급증,World
 예산 집행  핑계로 말 바꾼 바이든   텍사스 국경장벽 다시 세운다,World
 일본에서 왜 이래  줄줄이 망신 당한  외교차량  이유 뭐길래,World
 기적의 비만약  열풍에  이게 무슨 날벼락  코카콜라  뚝 ,World
내년에 결혼하면  과부에 무자식  된다  결혼 서두르는   연인들,World
 분명한 대가   의 엄중 경고에도     러에 대포 이전 시작  종합 보 ,World
 시진핑         베트남 방문 가능성  와 지역 영향력 경쟁 ,World
    반도체 전쟁  대만 점유율 하락 중국은 오히려 수혜 ,World
 영상   쾅  소리나자 치솟은 불길 전기자전거 배터리 폭발  아찔한 순간,World
하버드 이어   육사 해사에도  소수인종우대 폐지  소송,World
러시아  자포리자 원전 내년 재가동 계획,World
  처럼 될 수도    흘러내리는 태극기에 전세계  깜짝   지금이뉴스 ,World
 김정은에겐 기회     우크라전 판도 바꿀  큰손  급부상,World
 오염수가 계속 생겨나면 어떻게 하죠   도쿄전력의 대답은,World
 국제 무대서 고립된 한국 기자들 해외로 눈돌리면 기회 많아 ,World
 핵폐기물 해양투기 막았던 일본  그래서 더욱 비극적 ,World
젤렌스카  뉴욕서   억어치  명품 쇼핑   팩트는  가짜 뉴스  뉴스위크,World
푸틴  우크라   월 대반격 이래  만 명 잃어 ,World
인도 히말라야 빙하호 범람해 최소   명 사망 수십명 여전히 실종,World
트럼프 비판했던 바이든   이민자 차단  국경장벽 추가 건설,World
     대만 유사 앞당겨질까 우려해  토마호크 조기도입 ,World
 자막뉴스   큰손  사우디도 포기한      월드컵   개최국은  여기 ,World
푸틴  프리고진 사망  전용기 내부 문제 시신서 수류탄 파편 ,World
 흘러내리는 태극기  올린     만 유튜버   한국 망해간다  비판  왜 ,World
 대만인과 결혼  출신 여성   방문했다 체포  반간첩법 영향 ,World
 아무나 차 못 끌어  싱가포르서 자차 소유할 자격 얻으려면   억원 ,World
 주윤발 중국 정부 검열 발언  웨이보서 삭제 일각선 안전 우려도 ,World
 서  외교차량  불법선팅  망신    방송  한국서나 그렇게 해라 ,World
핵실험 운 띄우는 푸틴 핵증강 박차 가한 시진핑 종합 ,World
 챗    개발한 오픈    자체    반도체 생산 모색 ,World
멕시코 국경장벽 비난하던 바이든     도 입장 바꿔 건설 재개,World
 후쿠시마 원전 오염수 추가 발생 방지 대책  사실상 불투명,World
이라크  내년  월 일부터 달러 현금인출 거래 금지,World
트럼프  하원의장 잠시 맡을수도 오직 당을 위해서 ,World
 하루  만원 할인  워킹맘 줄 서 일본서 수요 폭발한  이것 ,World
푸틴  신형  순항미사일 시험발사 성공   핵실험 재개 가능성도 경고,World
우크라  동부 전선서 일부 지역 탈환 성공했지만 북부서는 고전,World
동토인데  러 극동 사하공화국 기후변화로     년엔    도   ,World
 중국 기업  러시아 바그너 그룹에 정찰위성  대 판매 ,World
 흘러내리는 태극기  내건  천만 유튜브 채널    한국 망해간다 ,World
푸틴이 밝힌 프리고진 사망 원인  마약  수류탄 폭발 ,World
 와 보조맞춰 대만  연내   에 유출금지  핵심기술 발표한다,World
 이태원 참사  언급  시부야 구청장  핼러윈 때 제발 오지마   여기는 일본 ,World
 주윤발 중국 정부 검열 발언  웨이보서 삭제 일각선 안전 우려도 ,World
푸틴  신형 핵미사일 시험 성공  핵실험 재개 경고,World
미국  시리아서 동맹 튀르키예 드론 격추,World
   대중국 반도체 수출규제 강화 임박 로이터  검토 최종 단계 ,World
 검열 너무 많아  주윤발 발언 일각서 안전 우려,World
  오염수 추가 발생 방지책  깜깜   해양 방류 계속될 것 ,World
리셴룽     고립감  들지 않게 해야 미중 갈등 해소에 도움 ,World
 도쿄전력 후쿠시마 원전 오염수 추가 발생 방지책  깜깜 ,World
인도 히말라야 지역에  대홍수  사망   명 실종    여명,World
푸틴  프리고진 전용기 추락 관련해  술 마약 수류탄  언급,World
   월 정상회담 조율       경쟁 규칙  모색   에 돌파구 되나,World
 도쿄올림픽 뇌물 스캔들 에    삿포로 동계올림픽 유치 포기 ,World
미 공화당  세계경찰  포기하나 하원의장 축출 뒤 정체성 위기,World
  차기 하원의장에 트럼프  내주 워싱턴 의사당 방문 행보 주목,World
우크라이나에 눈 쏠린 사이  유럽의 화약고  전쟁 위기 고조,World
푸틴  핵 추진 순항미사일 발사 성공     년만에 핵실험 재개 위기감 고조,World
   대중국 반도체 수출 추가제재 임박   업체들은 반대로비 ,World
대만 여당후보  전쟁 피하고 대만해협 안정 수호가 목표 ,World
미국과 유럽  목적달성 위해  우크라이나인 피  사용,World
 자막뉴스   끔찍한 일입니다    본격화된    움직임 ,World
 러  열상 카메라에도 안보여  우크라군이 개발한  투명망토 ,World
미인증 부품 계속 발견 항공엔진 제조사들   업체에 소송,World
 영상  푸틴  부레베스트닉  핵미사일  사르마트       자랑,World
    국방채널 대화중단 장기화   재개요구에   묵묵부답  왜,World
 나토 동맹국인데      시리아 영공서 튀르키예 드론 격추,World
 서  외교차량  불법선팅  망신  번호판 떼버릴수도 ,World
본심  영향력 과시  판흔드는 트럼프  잠시 하원의장 맡을수도 ,World
      엔비디아 인텔 퀄컴이  중국 추가 제재 반대하는 이유,World
 일본  토마호크 조기배치로 미국  졸  역할 사용시 보복   관영지,World
     오염수 방류  수출 관광 추가 피해 있을 수도  경고,World
극우와 극우의 대결  미 하원의장은  더 극우 가 접수할 듯,World
금리 급등 직격타 맞은    코카콜라  한달 새     빠졌다,World
   국경절 연휴로 약  억명 이동 귀경 인파 몰릴 듯,World
소수 강경파 좌지우지  누가 새 하원의장 돼도 전례반복  경고음 ,World
미 국채 금리 급등에 연준 내부서  금리 인상 중단  목소리 커져,World
푸틴  사거리 무제한 미사일 시험 성공  핵실험 재개 배제 안해,World
   제재에도   반도체 공급망 점유율 늘 것 ,World
상가에 떨어진 러 미사일  주민     몰살 ,World
중국 규제 너무 심했나 미 반도체 기업들  정부 정책에 반기    ,World
   시리아서 나토 동맹국 튀르키예 무인기 격추  양국 긴장감 고조,World
인도네시아  가뭄에 설탕부족 가격 뛰자 브라질산 수입키로,World
  황금연휴  전국 결혼식서  들러리  알바 인기  짭짤한 고수익 열풍,World
 국방    대만 포위하면 치러야 할 대가  매우 클 것  경고,World
 뉴스포커스  런던의정서 총회서 오염수 논의 한일 차관 전략대화 재개,World
     우크라 지원 반대가 공화당의 표준이 됐다 ,World
푸틴  프리고진 격추설 일축  수류탄 파편 나와  약물 검사 했어야 ,World
러시아군  우크라 민가에 미사일 폭격  세 아이 포함 최소   명 사망,World
도대체 뭐가 문제인데    당국이 검열한 사진의 정체 여기는 중국 ,World
 국채 금리 급등에 연준 내부서  금리인상 중단  목소리 커져,World
바이든도 결국 국경장벽 세운다 트럼프  나에게 사과할 텐가 ,World
 세상을 바꾼 선구자   잡스 떠난지   년  팀쿡이 그리워하며 한 말,World
국채금리 급등에  경착륙 우려 연준  양적긴축 재검토하나,World
   유엔총회서   오염수 방류 비판  안전하면 해양방출 불필요 ,World
 언론  토마호크 조기도입   대만 유사시  앞당겨질 우려 때문 ,World
 이 항로가 아닌가  터키항공 여객기 실수로 도쿄 도심 비행  아찔 ,World
결국   국경장벽 추가 건설 트럼프  바이든 사과해 ,World
  경고에도  북  러에 대포 이전  푸틴은  핵실험 재개  경고,World
 스텔스기 잡는다던  조짜리 러 방공망  드론에 본토도 뚫렸다,World
 아무나 못 사요  승용차 사려면  차값 빼고  최소  억원 든다는 이 나라,World
 수돗물인데 짠맛이  기후변화로   미시시피강에 바닷물 역류,World
 글로벌 반도체 공급망서 대만 점유율 줄고 중국 늘어날 것 ,World
 중국  첩보위성 실은 창정로켓 대만      상공으로 발사 ,World
 국채수익률 급등  국제시장 달러 강세에 풀베팅 원화 어쩌나,World
러  우크라 카페 상점 공격에 주민     몰살  모두 민간인  종합 ,World
푸틴  우크라  전쟁  끝내려고 해 우리가 시작하지도 않았다 ,World
 안전자산 이러더니 왜 이러지 이제는 미국마저 흔들린다,World
미군 전투기  시리아 상공서 튀르키예 드론 격추,World
블랙리스트 올랐는데    반도체기업   에서 매출     ,World
 미 재정지출 안 줄이면 엄청난 경제 위기  폭스비즈 경고,World
 바이든 시진핑  내달 캘리포니아서 정상회담   년만의 재회 종합 ,World
싱가포르서 승용차 사려면  차값 빼고  최소  억원,World
    총재  세계 경제 연착륙 향해 가고 있어 ,World
     유엔서 후쿠시마 오염수 방류 비판  도 반박,World
젤렌스키  미국 지원 확신  러 공격에   명 넘게 사망,World
푸틴  신형 핵추진 미사일 시험 성공  핵실험 재개 가능성 경고,World
시리아 정부군 군사학교 졸업식장에 드론 폭격 최소   명 사망,World
페덱스 화물수송기  랜딩기어 고장난 채 착륙  인명 피해 없어,World
  토마호크 빨리 구입해야 하는데   방위상   의회 보면 걱정된다 ,World
 다음달      계기 미 중 정상회담 확정적 준비 착수 ,World
   대규모 투자로 영향력 강화 페루 항만 전력 공급망 확보,World
 사이언스  이어  네이처 도    윤 정부     예산 삭감 우려,World
푸틴  서방 제재 극복 전쟁 자금 감당할 수 있어 ,World
중국 첸탕강 부근 높이      귀신파도 에 몰린 인파 대형사고 우려,World
약속 깬 바이든  국경장벽 추가 건설 트럼프  내 말이 맞지  ,World
채권수익률 급등으로 연준 금리인상 중단 가능성  종합 ,World
미국서  식수 주의보  기후변화로 미시시피강에 바닷물 역류,World
 소록도 천사  마가렛  고국에 시신 기증 마지막까지 베풀고 떠난다,World
긴축에 고통받는 모기지 대출자들  유럽 국가별로  통증  다르다 ,World
땅 내주고 빠르게 반격 러 군 전술  우크라 반격에 효과     ,World
진짜 하원의장 출마  트럼프  공화 의총 방문 검토,World
젤렌스키  미국 지원 확신  러 공격에   명 넘게 사망,World
국제 테이블 오른  오염수  중 러 반발  조약 위반 ,World
삼성전자  차세대 모바일 프로세서  엑시노스       공개 종합 ,World
 바이든 시진핑  다음달 캘리포니아서 회담 계획 백악관 준비 착수 ,World
우크라 지원 회의론에 젤렌스키  미국 유럽  우리와 함께할 것이라고 믿는다 ,World
  제재 극복  글로벌 반도체 공급망서   점유율 증가 전망,World
미 기후변화로 미시시피강에 바닷물 역류 주민들 소금물 위협,World
교사 때려치우고 마트 취업   소득     훌쩍    년차 연봉 받는다 ,World
미중 반도체 패권 다툼에 대만 점유율 축소   되레 증가,World
 트럼프  내주 하원의장 선출시 공화당 격려차 의사당 갈듯 ,World
 항저우    여자 양궁 금메달 도전   여자 배드민턴 준결승,World
푸틴  핵미사일 시험 성공  핵실험 재개 가능성도 운 띄웠다,World
 자막뉴스   거의 완성됐다     지구 멸망  방아쇠 당기는 푸틴의 핵,World
 북  러시아에 대포 이전   북 선제 타격 고려 필요 ,World
리비안     폭락  루시드        맥못춘 전기차 ,World
          러에 우크라전쟁용 대포 이전 김정은 푸틴 밀착 ,World
 유럽의 지붕 에 무슨 일이  몽블랑   년새 높이    줄어,World
      머스크 상대로 법원 소송  트위터 인수 관련 증언 명령 ,World
 바이든  내달 캘리포니아서 시진핑과 정상회담  준비 착수 ,World
푸틴이 밝힌 프리고진 의문사 원인은     시신서 수류탄 파편 발견 ,World
시리아 육군사관학교 졸업식에 드론 공격       명 사망    명 부상,World
   브라질과 위안 헤알화로 첫 무역결제    달러 패권에 정면도전,World
 연이은 채권 수익률 상승세 추가 긴축 필요 없을 수도       워치 ,World
  기후변화로 미시시피강에 바닷물 역류 주민들 소금물 위협,World
젤렌스키  우크라가 지면 러  다른나라도 공격할 것 ,World
강달러 베팅하는 투자자들      긴축 이어지면 연내 상승랠리 지속 ,World
미    뉴스   의 엄중 경고에도    러에 대포 이전 시작 ,World
푸틴  신형 핵미사일 시험 성공  핵실험 재개 가능성도 시사,World
바이든정부  베네수이민 폭증에 항공편 강제귀국 추방 재개,World
진짜 출마  트럼프  하원의장 선출 앞두고 공화 의총 방문 검토,World
 북  러시아에 무기 이전  미  선제타격 없을 것 ,World
 영상   조  천억 러        우크라 드론 공격에 속수무책인 이유,World
 국방차관    전례없는 핵무력 증강 주시  간 소통라인 유지해야 ,World
 사장이 아이돌 연습생 성착취  폭로에 간판 바꾸는   최대 기획사,World
  엄중 경고에도     러에 우크라 공격할 대포 이전 시작 ,World
 전투기  시리아 상공서 동맹 튀르키예 드론 격추    유감  표명,World
      목표달성 위한 강압수단으로 점점  에 의지  종합 ,World
 특파원 시선   마크롱  당신만큼 형편없는 대통령은 처음이다 ,World
 북  러에 대포 이전  푸틴  핵실험 재개 경고,World
시리아 중부 육군사관학교 졸업식에 드론 공격     명 사망    명 부상,World
    러시아에 대포 이전 시작 뭘 받을지는 불분명 ,World
 유럽의 지붕  몽블랑  년새    줄어 강우량 적어진 탓,World
푸틴  프리고진 추락비행기 시신서 수류탄 파편 발견 외부충격은 없어 ,World
삼성전자  차세대 모바일 프로세서  엑시노스       공개,World
푸틴  신형 핵 미사일 시험 성공  핵실험 재개 가능성,World
런던의정서 총회   오염수  논란     옹호         반대,World
푸틴  프리고진 사망 비행기 시신서 수류탄 파편 발견 ,World
 대륙  국 공동개최  벌떼 월드컵    개최국 아닌 사우디가 웃는 이유,World
 트위터 인수 과정 수상해  머스크  당국에 고소 당했다,World
프랑스  빈대 습격 에 휴교까지 왜 확산되나 ,World
이번엔 파리 고교에 빈대 출현 학생 교사 수업 거부해 당국 설득,World
푸틴  신형 핵추진 미사일 시험 성공  핵실험 재개 가능성 경고,World
     년생부터 성인돼도 담배 못 사   비흡연 세대 추진하는 영국,World
 분명한 대가   의 엄중 경고에도     러에 대포 이전 시작  종합 ,World
국제 테이블 오른  오염수  중 러 반발  조약 위반 ,World
마지막까지 베푸는 삶  소록도 천사  마가렛  의대에 시신 기증,World
미국 전투기  시리아 영공서 튀르키예 드론 격추  유감스러운 사건  상보 ,World
 국무  국경 안보  홀로 해결할 수 없어  멕시코에 공조 요청,World
뉴욕증시    고용보고서 발표 앞두고 약보합 마감               ,World
푸틴  프리고진 사망 비행기 시신서 수류탄 파편 발견 ,World
   시리아서  나토 동맹  터키 무인기 격추  국방부  유감  종합 ,World
 월 고용보고서 앞두고 숨죽인 증시               데일리국제금융시장 ,World
우크라 장례 행렬에 러 미사일 공격   세 소년 등 최소   명 희생,World
리비안     루시드    니콜라     전기차 일제 급락 종합 ,World
우크라전 장기화에 질려버린 미국  국민 절반만  방어에 동의,World
 뉴욕 파괴될 것  민주당 시장도 절규 바이든 결국 텍사스 국경장벽 용인 뒷북 글로벌 ,World
 북한 선제타격 검토해야  극우 유튜버 아닌  이 나라  청문회,World
추가건설 없다더니 트럼프 이어 바이든도 약속 깨고 국경장벽,World
 신형 핵 미사일 시험 성공  푸틴  핵실험 재개 가능성 경고,World
런던의정서 총회서   오염수  신경전  중 러 비판에   옹호,World
푸틴  신형 핵미사일 성공 핵실험 재개할수도  경고,World
   한일과 협력 강화로  파이브 아이즈  정보동맹 보완,World
    러시아에 대포 이전 시작 대가는 아직 불분명 ,World
푸틴  신형 핵미사일 시험 성공 ,World
고용보고서 앞두고 미증시 일제 약보합  나스닥        상보 ,World
젤렌스키    지원 확신     외교수장도  유럽    대체 불가  종합 보 ,World
비싸고 충전도 난감    전기차 밀어도 내닫는 하이브리드,World
  차기 하원의장 경선  점화   또 극우 강경파 선출 가능성,World
     토마호크 미사일     년 조기 도입,World
 오염수  차 방류 시작  중국  불량 국가  맹비난,World
 한일  정권 달라져도 변함없는 관계 구축 필요 ,World
 이사 파티 참가비 가     만원  갑부들 일본행 택한 이유  세계 한잔 ,World
 에어비앤비 사상 최대 업데이트   집 빌리기  너머 노리는 것,World
 미국민  북한 남침시 미군동원에 찬성     반대     ,World
미국  시리아서 동맹 튀르키예 드론 격추  유감스러운 사건 ,World
푸틴  신형 핵미사일 시험 성공  핵실험 재개 가능성 경고 종합 보 ,World
  흑인 진보학자 웨스트  대선 완주할 것 양당제 바꾸겠다 ,World
   페루 전력 항만프로젝트 등에 공격적 투자 영향력 확대,World
극우가 몰아낸 하원의장   더 극우 가 접수할 듯   미국 민주주의 위기 깊어진다,World
 당국자  중국의 급격하고 전례없는 핵무기 증강 주시 ,World
또  가장 뜨거운  월   몬순 불안에 아마존 파괴 위기,World
 파전 된   차기 하원의장 선거   가장 보수적 후보들이 맞붙었다 ,World
 국무차관   미사일 선제타격  우리 갈길은 아냐 ,World
  도쿄전력  후쿠시마 오염수  차 방류 개시,World
우크라 지원 난항    압수한 이란 탄약    만발 보냈다 ,World
소문이 사실이었나     핵잠수함 침몰 승조원   명 사망 ,World
 지구 어디든 도달할 것  자랑했던 핵미사일  푸틴  시험 발사 성공했다 ,World
도쿄 한복판에   층  인피니티풀 빌딩   낡은 골목 재개발  스카이라인 바꾸다  이상훈 특파원의 도쿄 현장 ,World
   우크라에 패트리엇 추가지원 타우루스 제공은 여전히  노 ,World
 총리 수낙이 수상하다  고속철 백지화 등 잇단 정책 역주행  왜,World
 국민 절반    침공시 미군의   방어 반대     고립주의 심화,World
뉴욕 잠기고  히말라야 홍수  지구촌 연일 기상재해,World
푸틴  신형 핵미사일 시험 성공  핵실험 재개 가능성 경고 종합 ,World
  전기차 리비안   조원 규모 전환사채 발행 주가     급락,World
푸틴  우크라전 우리 탓 아냐 서방이 세계적 패권 추구  종합 ,World
   시리아서 동맹 튀르키예 드론 격추  양국관계 악화 가능성 ,World
우크라  폴란드 헝가리 슬로바키아     제소 절차 중단,World
   인권침해 연루  기업 제재하고   위구르 탄압과 연계해야 ,World
파리올림픽 코앞인데 도시 뒤덮은  빈대  습격에 프랑스  패닉 ,World
 추가건설 없다더니  트럼프 이어 바이든도 약속 깨고 국경장벽,World
영국   노담 국가  추진    세 이하 평생 담배 못 산다,World
 명에 휘둘린 정치  지금이 민주주의 위기  미국 내 비판론,World
미국  전쟁지원 여론 악화  북한 남침 때 파병  찬성    뿐,World
 올댓차이나  부동산 룽촹중국   억  옵쇼어채 재조정안 최종 승인받아,World
    러에 대포 이전 시작    김정은 푸틴 군사협력 가동했나,World
이번엔  파리 고등학교서 빈대 발견 학생 교사 수업 거부,World
미국       북한  러시아에 대포 이전 시작 ,World
개물림 사고만   명 바이든  퍼스트독  백악관서 쫓겨났다,World
젤렌스키  미 지원 확신     외교수장도  유럽  미 대체 불가 ,World
러  우크라 수복지역 카페 상점 공격 최소   명 사망,World
 월드 이슈  의회 휘젓는 강경파,World
 만년 노벨문학상 후보  무라카미 하루키의  굴욕 ,World
우크라   곡물 갈등  폴란드 등  개국     제소 절차 정지   갈등 봉합 수순,World
 러시아  흑해 동부 압하지야에 해군 기지 건설 추진 ,World
우크라   농산물 수입금지  폴란드 등  개국     제소 중단,World
자국군 목숨 앗아간  중국의 덫 ,World
일  토마호크 도입  년 앞당겼다,World
젤렌스키    지원 확신     외교수장도  유럽    대체 불가  종합 ,World
티베트 간 중국 외교사령탑  인도 겨냥  주권과 영토 존중해야 ,World
 지지에 화답한 탈레반  중국 향한 안보 위협은 아프간에 대한 도전 ,World
냉전  신냉전  다음은  개의 냉전 미 중 패권을 넘어  다중경쟁  창간 기획 ,World
 년새    줄었다  유럽의 지붕 에 무슨 일이,World
거세지는 하원의장 해임 후폭풍 우크라 지원 차질  우려 ,World
슬로바키아 대통령  우크라이나에 대한 추가 군사지원 거부,World
  하원 혼란 속 우크라 지원 공백 우려 바이든  곧 중대연설 ,World
 차 방류 시작한  오염수  삼중수소 농도  분석결과 나왔다,World
 러  압하지야 흑해 연안에 해군 기지 건설 계약 ,World
   탈레반 지지 표명 아프간    위협은 우리에 대한 도전 ,World
  은 불량국가  오염수  차 방류에  관영매체  성토 ,World
돈 걱정에 속타는 바이든  공화당 극우 반란으로 또 위기,World
     년 결혼하면 과부된다  결혼식 반짝 늘어난 중국 왜,World
러 흑해함대  계속되는 우크라이나 공격에 함선들 이전 재배치,World
배우 줄리아 오몬드    년 전 와인스틴에 성폭력  방관한 회사들 제소,World
 무기 소진 러 우크라  내년 봄 협상 가능성 ,World
빅터차    의회서    미사일 선제타격 검토해야 ,World
올림픽  달 앞둔 프랑스 파리서  빈대 소동  열차에 탐지견 푼다,World
러  서방 경고위해 핵폭발 실험 해야     보도국장 발언 일축,World
 중국의 대만 침공 걱정돼서    일본  토마호크 미사일  년 빨리 산다,World
미국 의료계 노조  만    명   사상 최대  파업   코로나   좌절감 끓어올랐다 ,World
 뉴스프라임  미 정국 혼란에 우크라 지원 난관 바이든  중대 연설 ,World
올림픽 앞둔 프랑스 파리  지하철 출몰한  빈대 에 골머리,World
 러시아  조지아내 압하지야 흑해변에 영구 해군기지 건설 ,World
 우크라 전쟁 종식 논의 이스탄불서  차 평화회의 연다 ,World
태풍 코이누 대만 강타 강풍에 유리창 깨져   대 여성 사망,World
   탈레반 지지 표명 아프간    위협은 우리에 대한 도전 ,World
미국 내   방어 여론  뚝  자체 핵무장론 나올까 종합 ,World
 난민 안 받겠다  서로 미루던 유럽   난민 의무 할당  수순으로 한 발짝 진전,World
  군부 수뇌부 부패 연루 대규모 숙청 바람 부나,World
대만  야당 대표  총통 후보 단일화 뜻 밝혀,World
계속되는   장기금리 상승   연착륙 실패 경기침체 직면  우려 높여,World
샤넬 자라 떠난 러시아 쇼핑몰  튀르키예 브랜드들이 채워,World
수낵   총리    세 이하 담배 규제   총선 앞두고  초강수 ,World
 씬속뉴스   한 곳만 노린다  우크라 작전 성공  러  크림반도 흑해함대 일부 철수,World
유럽   개국 지도자  그라나다에서 비공식 정치회동  우크라 지지 ,World
바이든  트럼프식  국경 건설 재개 민주당 내서도 거센 반발,World
 내년 봄 우크라 러시아간 협상 가능성  군사 전문가 발언 속속 나와,World
 영상     압수한 이란 무기  우크라 제공  속사정은 따로 있다 ,World
 상무  화웨이에 충격   추가 제재 필요 ,World
미  서열  위  하원의장 선거전 점화  트럼프까지 거론,World
중국   위안화 국제화  가속화  글로벌 결제 금액 비중 증가,World
  긴축 장기화에 노동시장도 냉각 조짐,World
   압수한 이란 탄약  우크라 지원  바이든  우회지원 시사,World
간만에 웃는 우크라    미국이 압수한 이란 무기 받고  러시아 흑해함대 몰아냈다,World
  민주화 콤플렉스    국경절  승리의 포옹  돌연 삭제,World
 이스라엘  아제르바이잔에 무기 대량공급 ,World
  국방장관  내년 봄 우크라 러시아 간 협상 가능성 ,World
우크라전에 질렸나    국민    만    남침 시   방어해야 ,World
   우주정거장 달 탐사에 타국 초청  함께 가자     견제 ,World
 난민 폭증 갈등  큰 산 넘은     신   난민협정 합의,World
끔찍한 소문이었는데  핵잠수함   명 참변  사실로,World
잇단 고위급 숙청  국경절 연휴에도 싸늘한  공직사회,World
바이든  텍사스에 국경장벽 추진,World
생성형   적용  픽셀   공개 구글  애플 아이폰에 도전장,World
서구가 중국 외교정책에 대해 이해하지 못하는 다섯 가지,World
아마존강 하루    씩 얕아져 분홍강돌고래    마리 폐사,World
 위험한 정책인줄 알지만     선제타격 검토할 필요 ,World
 영상  우크라 공격 통했나 러 흑해함대 크림반도서 일부 철수,World
극우 공화당 키운 미국판  인방 정치 ,World
차기  하원의장  파전 강경파    공화당 넘버 ,World
  모건  유가 상승에 수요 파괴 시작      은 안절부절,World
중국 첨단무인기  궁지     최초 대만해협 중간선 넘어,World
 이것이 바로 마법의 군복이다  우크라 개발했다는  투명 망토 ,World
미 역사상 초유의 하원의장 해임   사태 주도한 맷 게이츠는 누구   앵커리포트 ,World
바이든   도 외국의 지원 덕분에 독립 가능  설득할 듯,World
호주    끊어내려  년간 연구했지만  결론은  탈중국 불가능  ,World
우크라  특수부대 또 크림반도 상륙작전 사활 걸었다  영상 ,World
중국 경제난 두 풍경  중추절  월병 판매  급감   복권 구매 는 폭증,World
 글로벌         가입  이끌었던 실리주의자 난민 우크라 문제로   에 반기,World
내우외환 깊어지는 홍콩 증시  장기 침체의 늪 ,World
   수출 관광 타격입을 것   매체  오염수 방류에 연일 경고,World
     년 월드컵 개막전  남미서 치르면 한국은 이동만   시간,World
요즘 마트 몰려가는 미국인들  골드바 어디있소 ,World
 이스라엘  아르메니아 공격한 아제르바이잔에 무기 대량공급 ,World
 국채금리도   년래 최고   조원 들여 방어 나선 일본은행,World
 내년 선거에 영향 줄라  대만   화웨이 도운 자국 기업 조사한다,World
노벨 문학상에 노르웨이 작가 욘 포세    는  중국의 이 작가 수상할 수도 ,World
우크라  러 곡물협정 파기에도 흑해 통한 수출 늘려,World
