Patent Summary,Result
"본 발명은 휴대폰 프로그램을 다운로드하는 시스템 및 방법에 관한 것으로서, 특히 LAN 카드를 이용하여 고속으로 휴대폰 프로그램을 다운로드할 수 있는 LAN 카드를 이용한 휴대폰 프로그램 다운로드 시스템 및 방법에 관한 것이다. 이를 위해 본 발명에 의한 휴대폰 프로그램 다운로드 시스템은 LAN 카드가 장착된 복수의 핸드폰과, 상기 복수의 핸드폰에 IP를 할당하고 핸드폰 프로그램을 다운로드하는 DHCP 서버와, 상기 복수의 핸드폰을 상기 DHCP 서버에 연결하는 허브를 포함하여 구성된다. 또한, 본 발명에 의한 휴대폰 프로그램 다운로드 방법은 휴대폰에 전원이 공급되면 부트코드가 상기 휴대폰을 부팅시키는 단계와, 상기 휴대폰이 DHCP 서버에 IP를 요청하는 단계와, 상기 DHCP 서버로부터 IP가 할당되면 상기 휴대폰으로 휴대폰 프로그램의 다운로드가 개시되는 단계와, 상기 다운로드 개시 후 상기 휴대폰 프로그램의 각 패킷마다 CRC를 체크하여 에러가 있는 경우 패킷을 재전송받고, 에러가 없는 경우 다음 패킷을 전송받는 단계를 포함하여 이루어진다.",거절
"본 발명은 사용자가 손을 사용하지 않고 전화기 본체에 결합된 헤드셋 동글로부터 수십 미터 행동 반경 내에서 장시간 전화통화를 할 수 있어서 양 손으로 일을 해야만 하는 사람의 불편을 해소하고, 호텔 프론트, 식당 및 콜 센터 등에서 손님을 맞아 양손을 사용해야 하는 직원들이 일을 중단하지 않으면서도 전화를 받을 수 있어서 업무효율을 극대화할 수 있으며, 전화기 본체를 전화선과 전원선이 한묶음으로 와이어링된 전선으로 배선할 수 있게되어 사용되는 전선의 가닥수를 최소화 할 수 있을 뿐만 아니라 헤드셋 동글을 핸드폰 등에 연결하여 핸즈프리 헤드셋으로 사용할 수 있도록 한 다용도 무선 전화기에 관한 것이다. 디지탈, 무선 헤드셋, 헤드셋 동글, 무선전화기, RF,",거절
"본 발명에 있었어 다음과 같다 비 합성 수지 ,합성수지 ,플라스틱, 등성형이 가능한 물질과 혼합하여 사용된 물질로서 나무에서 불에 태워져 남은 재를 원료로 하며 처리 공정을 통하여 미세한 분자로 된 재를 접착성 성분의 약품과 재료를 혼합하며 서로 결합 되도록 한다 혼합된 재료는 작은 고체로 분쇄하여 혼합재료로 사용된다 이러한 재료를 다른 원료와 배합하며 이러한 원료를 사용하여 사출 및 성형하여 용기 및 제품을 만든다 또한 위와 같은 재료는 자외선 및 초음파 제거 기능이 있었어 주파수가 있는 핸드폰에 사출성형 제품을 가공하여 제조 할 경우 초음파 제거를 할수 있었어 사용자의 편리함을 도모한다 이 와 같이 다른 분야에 접목하여 사용이 가능하며 품질의 향상을 도모할 수 있다 기능성 원료",거절
"본 발명은 영화영화표, 복권, SMS 단문메시지, 메일 등을 통해 회원 또는 비회원에게 판매금에 대한 감액이 가능한 디스카운트(discount)권을 제공하여 회원의 증대 및 판매의 활성화를 제공할 수 있는 이벤트를 겸한 꽃배달 서비스 제공방법에 관한 것으로, 사용자가 현재 이용하고있는 도서관, 백화점 주차권, 영수증, 영화영화표, 연극공연장 티켓, 스크래치 형식의 이벤트복권 등에 기재된 소정의 디스카운트 금액, 무료권, 퍼센트 중 어느 하나를 선택적으로 기재하여 상기 상점, 영화관, 연극공연장, 백화점, 도서관을 이용하는 사용자에게 나누어주고, 나누어준 용지(영수증, 입장권, 상영권, 주차권, 스크래치 복권 등)에 기재된 숫자나 디스카운트 금액이나 퍼센트를 할인 받아 상품(꽃다발, 스탠드형 꽃, 화분 등)을 구입할 수 있도록 웹사이트에 접속하며, 상기 웹사이트에 접속한 사용자가 상품을 선택하고, 선택한 상품에 대하여 영화관에 입장할 당시의 입장권에 기재된 일련번호, 주차권에 기록된 일련번호, 도서관에 입장할 시에 기록된 일련번호, 스크래치 복원에 기록된 일련번호 중 어느 하나를 상품의 구매 시 기록하면, 그 일련번호에 맞게 설정된 할인금액 만큼 상품을 대금을 자동으로 환산하여 이를 사용자에게 알려주면, 상기 사용자는 자동이체결제, 카드결제, 핸드폰 결제중 어느 하나를 선택하여 상기 상품의 대금을 지불한 후에 사용자가 원하는 위치에 상품을 배달하는 것을 특징으로 하며, 싸이트 운영자 또는 체인업체에서 소정의 번호를 통해 일정 금액에 대하여 할인을 해주므로, 상품에 대한 구매력을 증진할 수 있고 또한, 비회원이었던 사용자들에게 회원으로 유도할 수 있게 되므로 싸이트가 더욱 활성화되는 효과를 가져온다. SMS 단문메시지, 상품, 구매, 할인금액,",거절
"본 발명은 내부에는 수지사출품을 내장하고, 외측에는 금속성형품을 형성시킨 수지복합형 금속 케이스에 관한 것으로서, 좀더 구체적으로는 노트북 컴퓨터나 핸드폰 등과 같은 전자 및 전기 금속케이스에 있어서, 상기 금속케이스의 외측에 형성되는 금속성형품(1)을 프레스로 성형한 후 그 내측에 수지를 사출한 수지사출품(2)을 내장함으로써, 강도를 유지함과 동시에 다양한 부품을 고정할 수 있도록 한 것에 관한 것이다. 수지복합형 금속케이스, 금속성형품, 수지사출품, 접착테이프, 돌기, 요홈",거절
"핸드폰 줄 혹은 열쇠고리에 자신의 신체 일부 등 D.N.A를 담을 수 있게 만든 작은 외형틀을 부착시킴으로써 자신의 유사시 자신의 존재를 알릴수 있게 하였다. 대부분의 국민이 소지하고 있는 핸드폰에 D.N.A보존 틀을 만듦으로써 유사시에 대비 하였다 핸드폰 줄, 열쇠고리 줄",거절
"본 발명은 서명(사인)을 이용한 액세서리를 만들고자 유명인 들의 서명을 받아 목걸이에 사용함으로서 유명인 들도 자기사인을 액세서리(목걸이, 열쇠고리, 핸드폰고리)를 만들고자 하는 것이다. 본 발명이 이루고자 하는 것은 유명인 들의 서명(사인)을 받아 나름대로는 소중하게 생각하고 오랫동안 간직하려고 하지만 종이나 그 외의 곳에 받아 소중하게 간직할 수가 없었다. 설령 간직한다고 해도 서명(사인)이 드러나지 않는 아쉬움이 있었다. 그래서 서명을 오래도록 간직할 수 있고, 누구의 펜인가가 드러나게 하는 기술적인 것이 요구되었다. 본 발명이 이루어지기 위해서는 서명(사인)(12)을 당사자의 허락을 받아 사용하는데 금(1.4금,1.8금)(12), 은(12), 백금(12)(이 발명에서의 재질은 특정한 기제가 없는 한 그것을 한정하는 취지는 아니다.)으로 서명(사인)(16)을 인쇄하거나, 서명(사인)을 본이 되는 틀을 만들어 캐스팅(12)(납과 주석의 혼합물)을 뜨거나, 오목하거나, 볼록하게 부식하거나, 또 캐스팅(납과 주석의 혼합물)(12)을 뜨고, 그위에 자개(진주페, 얇은 자개)를 붙이고, 서명을 자개절삭기법으로 서명(사인)(16)을 절삭(진주패, 얇은자개)하여 덧붙이고, 그 위에 투명 에폭시(17)를 칠하여 완성하거나, 기타의 방법으로, 서명(사인)(16)을 액세서리(목걸이,열쇠고리, 핸드폰고리)에 응용하는 발명이다. 본 발명이 이루어지고 각자가 좋아하는 스타의 서명을 액세서리(목걸이, 열쇠고리, 핸드폰고리)로 각자가 가지고 다닐 수 있게 하는 발명 이다. 진주페(자개를 0.7∼0.8mm두께로 캐낸 것), 무늬목(얇은자개), 에폭시.",거절
"본 발명은 휴대폰, PDA, 핸드폰, 휴대폰용 모바일기기에서 현재 작동되고 있는 모바일 게임이나 음악, 동영상, 영화, 촬영한 이미지등을 일반 TV, 오디오, 홈시어터 시스템등을 이용하여 재생하므로 고화질, 고음질로 다른 많은 사람들과 함께 즐길수 있는 장치와 그 시스템이다. 휴대폰, PDA, 핸드폰, 콘텐츠재생, A/V기기",거절
"기존 프레스플라워(압화)를 이용한 제품이며, 비닐(접착식 비닐) 제품속에 직접 생화를 작업하여 보다 생동감 있고 아름다움을 표현하고자 만든 제품이다. 프레스플라워 투명백 (손가방, 지갑, 화장품 가방, 핸드폰 집, 핸드백.)",거절
"본 발명은 가정에서 사용자가 부재 중 집을 방문한 방문자의 확인 및 출입문의 개폐가 용이하도록 한 다기능 인터폰장치에 관한 것으로, 더욱 상세하게는 사용자가 부재 중 절도범의 침입을 미연에 방지하는 동시에 노약자나 어린아이들이 키(kye)를 항상 지니고 다니는 불편함을 개선할 수 있도록 키홈과 키(kye)가 필요없는 시건장치를 출입문의 내측에 설치하여 실내에서 출입문을 개폐하거나 또는 사용자가 부재 중 외부에서 핸드폰을 이용하여 출입문을 개방할 수 있도록 한 다기능 인터폰장치를 제공함에 있다. 본 발명의 목적을 달성하기 위하여, 실외에 설치되어 벨버튼, 마이크, 스피커 및 카메라를 구비한 외부 인터폰; 실내에 설치되며 상기 외부 인터폰과 상호 전기적으로 연결되어 방문자와 화상 및 음성 송수신이 가능한 내부 인터폰; 부재 중 상기 내부 인터폰으로 부터 입력되는 벨신호를 인식하고, 사용자의 비밀번호 입력에 따라서 출입문을 개폐시키기 위한 신호를 제어하는 마이컴; 상기 마이컴의 제어하에 사용자 핸드폰으로 자동 다이얼링하여 사용자와 방문자 사이의 통화로를 연결시키기 위한 자동 다이얼링수단; 및 상기 마이컴의 제어신호에 의해 상기 출입문을 개폐하는 시건장치; 를 포함하는 것을 특징으로 한다. 외부 인터폰, 내부 인터폰, 마이컴, 자동 다이얼링수단, 시건장치",거절
"본 발명은 시장에서 발생되는 가격 및 수익률 변동 정보 등의 실질적인 정보와 다수의 전문가들이 제공하는 전문 정보를 비교하여 신뢰성 있는 통계 분석 자료를 생성하고, 이를 고객에게 실시간으로 제공함으로써 시장상황을 한눈에 파악하여 성공적인 증권투자를 수행할 수 있도록 하는 실시간 증권투자정보 제공시스템 및 그 방법에 관한 것이다. 본 발명은 다수의 증권전문가로 구성되어 종목별/업종별/테마별 시장동향정보를 제공함과 아울러, 이에 따른 종목 매도/매수신호를 제공하는 다수의 전문가 PC; 시장에서 발생되는 가격 및 수익률 변동 정보 등의 실질적인 정보를 제공하는 시장정보 조사기관, 상기 다수의 전문가 PC 및 시장정보 조사기관에서 제공된 정보를 비교하여 통계 분석 자료를 생성하고, 이를 분류하여 데이터 베이스에 저장하며, 실시간 동향신호 발생에 따른 단문 메시지를 생성하여 실시간으로 고객의 핸드폰으로 전송하고, 접속한 고객에게 상기 데이터 베이스에 분류/저장된 정보를 다양한 형태로 표시하는 서버; 상기 서버에서 전송된 단문 메시지 정보를 수신하여 표시하는 고객 핸드폰; 및 상기 서버에 접속하여 필요한 정보를 제공받는 고객 PC를 포함하는 것을 특징으로 한다. 증권, 투자, 전문가, 실시간, 정보, 제공, 핸드폰, SMS",거절
"본 발명은 온라인게임을 즐기는 사용자들에게 더욱더 향상된 보안서비스와 통지서비스를 제공하도록 한 온라인게임의 부가서비스방법에 관한 것으로, 이 서비스방법은 사용자가 자신의 사용자PC를 이용해서 인터넷상에서 온라인게임서비스를 제공하는 상기 온라인게임사이트에 접속하는 제 1 단계; 상기 온라인게임사이트와 협력이 체결된 상기 부가서비스사이트에서 제공되는 부가서비스를 사용자에게 디스플레이하여 안내하는 제 2 단계; 사용자가 상기 부가서비스중에서 자신이 원하는 서비스형태를 선택하는 제 3 단계; 사용자가 선택한 부가서비스가 게임운세통지라면 매일 사용자의 핸드폰으로 게임운세정보를 전송하도록 한 게임운세알림서비스내용을 화면상에 디스플레이하는 제 4 단계; 사용자가 선택한 부가서비스가 정보변경통지라면 사용자의 정보가 변경된 경우에 사용자의 핸드폰으로 변경되었음을 알려주는 정보변경알림서비스내용을 화면상에 디스플레이하는 제 5 단계; 사용자가 선택한 부가서비스가 소유변경통지라면 사용자간 아이템이나 계정의 매매시 소유권의 변경을 사용자의 핸드폰으로 알려주는 소유변경알림서비스내용을 화면상에 디스플레이하는 제 6 단계; 사용자가 선택하여 디스플레이된 해당 부가서비스에 대한 결제화면을 디스플레이하고, 사용자의 결제여부를 확인하는 제 7 단계; 결제된 부가서비스를 해당 사용자에게 제공하기 시작하는 제 8 단계; 상기 온라인게임사이트의 부가서비스 신청자 중에서 통지할 내용이 존재하는지 여부를 주기적으로 또는 실시간으로 체크하는 제 9 단계; 상기 통지내용을 상기 온라인게임사이트에서 상기 부 가서비스사이트로 전달하는 제 10 단계; 상기 온라인게임사이트로부터 수신된 통지내용을 상기 부가서비스사이트에서 접수하는 제 11 단계; 상기 통지내용에 따라 상기 무선통신망을 통해 해당된 사용자의 핸드폰으로 문자메시지를 전송하는 제 12 단계; 해당된 사용자의 부가서비스기간이 종료상태인지 여부를 확인하는 제 13 단계를 포함하는 것을 특징으로 한다. 온라인게임부가서비스, 문자부가서비스",거절
"본 발명은 휴대용 핸드폰과 송. 수신이 가능한 이어폰을 선그라스(안경)테에 내장시킨 이어폰 내장형 선그라스(안경)에 관한 것이다. 본 발명에 따르면, 휴대용 핸드폰과 송. 수신이 가능한 연결선 및 마이크, 스피커, ON/OFF스위치를 선그라스(안경)에 내장시켜 별도의 핸즈프리나 이어폰이 없어도 운전 중이거나 평소 활동 중에 핸드폰의 송. 수신이 자유롭고 핸드폰을 사용하지 않거나 선그라스가 필요 없는 장소에서는 연결선을 이용하여 선그라스(안경)를 목에 걸고 다닐 수 있는 악세사리로써의 역할 변화가 가능한 것을 특징으로 한다. 선그라스(안경), PCB, 마이크, 스피커, ON/OFF스위치, 숫짹, 암짹",거절
"본 발명은 L.E.D를 이용한 발광 악세사리로서 이미지 및 형상의 후면에 L.E.D를 BACK-LIGHTING이 가능 하도록 한 발광 악세사리로서, L.E.D를 이미지 및 형상의 후면부에 위치하므로 전력의 절약 및 제품의 시안에 빛이 골고루 퍼지므로 또렷한 이미지와 분위기가 한층 더하는 악세사리 제품을 만들 수 있다. 본 발명은 악세사리류로 반지, 목걸이, 귀걸이, 핸드폰고리, 열쇠고리 등의 악세사리류에 적용된다. 발광, L.E.D, 열쇠고리, 반지, 목걸이, 머리핀,악세사리",거절
"본 발명은 무선 데이터 접속시스템에 관한 것으로서, 무선 전화망과 WAP 프로토콜 등의 무선 인터넷망을 포함하는 무선통신망(10); 무선 데이터의 생성, 송수신 및 디스플레이 기능을 갖는 개인 휴대 단말기(40); 상기 무선통신망(10)과 개인 휴대 단말기(40)를 연결하여 상호간에 데이터를 송수신할 수 있도록 하는 기능을 수행하는 핸드폰(20); 상기 개인 휴대 단말기(40)에 의해 제어되며, 상기 핸드폰(20)과 다음의 블루투스 통신모듈 장치(50)를 블루투스 통신방식으로 연결하는 기능을 수행하는 무선 데이터 접속장치(30); 및 상기 개인 휴대 단말기(40)와 무선 데이터 접속장치(30)를 연결하여 상호간에 데이터를 송수신할 수 있도록 하는 블루투스 통신모듈 장치(50); 를 포함한다. 바람직하게는 상기 블루투스 통신모듈 장치(50)는, 상기 무선 데이터 접속장치(30)와 블루투스 통신을 위한 블루투스 모듈, 상기 개인 휴대 단말기(40)와 데이터 입출력을 위한 데이터 입출력부, 블루투스 호스트로 동작하는 마이크로 컨트롤러, 운영체제와 블루투스 통신모듈 장치의 작동에 필요한 소프트웨어를 저장하는 플래시 메모리, 및 램을 포함하는 것을 특징으로 한다. 핸드폰, 개인 휴대 단말기, 무선 데이터 접속장치, 무선통신망",거절
"본 발명은 휴대용 전화기가 사용되는 차량용 핸즈프리장치에 관한 것으로서, 차량속도의 증감에 따라 핸즈프리장치의 볼륨이 자동으로 업/다운(UP/DOWN) 조절되도록 하여 사용상 편리성 및 안전성을 높힌 속도 감응에 의한 자동볼륨 핸즈프리장치 및 그 방법에 관한 것이다. 보다 상세하게, 본 발명에 따른 속도 감응에 의한 자동볼륨 핸즈프리장치는 핸드폰(10)이 설치되고 차량의 전원(30)으로 작동되며 볼륨조절부(55)에서 볼륨을 조절하여 스피커(51)로 출력되도록 이루어진 핸즈프리장치(50)에 있어서, 상기 볼륨조절부(55)는 차량의 속도센서(20)로부터 감지된 속도신호가 연산부(54)에서 처리된 후 발생되는 자동볼륨조절신호를 수신처리하여 속도의 증감에 따라 볼륨이 자동으로 조절되도록 이루어진 것을 특징으로 한다. 속도, 감응, 자동볼륨, 핸즈프리",거절
"본 발명은 타이어 도난 방지 장치 및 그 방법에 관한 것으로, 경보장치와, 카폰유니트, 타이어의 공기압을 감지하여 무선으로 송신하는 타이어 공기압 센서와, 운전자 부재모드시에 상기 타이어 공기압 센서로부터 송신되는 데이터를 모니터링하여 타이어 공기압 데이터 값 자체가 없어진 상태로 소정시간 이상 지속되면 타이어가 도난당한 것으로 판단하고, 경보를 발생하도록 상기 경보장치를 제어함과 더불어 운전자의 핸드폰으로 경보메시지를 전송하도록 상기 카폰유니트를 제어하는 전자제어유니트와, 상기 타이어 공기압 센서로부터 무선으로 송신되는 데이터를 수신하여 상기 전자제어유니트에 입력하는 통신모듈을 포함하여 구성되어, 타이어 압력 감시 시스템을 이용하여 운전자 부재시에 타이어가 탈거되면, 경보음을 발생함과 더불어 운전자의 핸드폰으로 타이어 탈거 사실을 통지해줌으로써 타이어의 도난을 효과적으로 방지할 수 있다.",거절
"본 발명은 블루투스 모듈을 이용한 무선핸즈프리 장치에 관한 것으로서, 특히 핸즈프리를 통해 원거리에서도 통화가 가능한 무선 핸즈프리 장치에 관한 것이다. 상기한 목적을 달성하기 위하여 본 발명은, 블루투스 모듈을 이용하여 무선으로 핸드폰 단말기와 핸즈프리를 무선으로 상호 연동시킴으로써, 전화 통화시에도 활동을 자유롭게 할 수 있으며, 핸즈프리 자체로 전화번호 검색 및 전화를 송/수신할 수 있는 블루투스 모듈을 이용한 무선 핸즈프리 장치에 관한 것이다. 상기한 구성의 본 발명에 의하면, 블루투스 모듈을 이용하여 핸즈프리를 통해 무선으로 핸드폰 단말기와 원거리에서도 자유롭게 통화할 수 있는 잇점이 있다. 블루투스 모듈, 무선 핸즈프리, 핸드폰 단말기",거절
"본 발명은 전자상거래용 소액 결제 시스템 및 이의 운영방법에 대하여 개시하고 있다. 즉, 본 발명은 다수의 자동판매기에 다양한 소액 결제 방법을 도입하여 소비자가 자신이 원하는 방법으로 결제를 할 수 있도록 함으로써 종래의 가입자 위주에서 소비자 위주로 결제 패턴을 바꾸었다는데 큰 장점이다. 그리고 소액 결제이지만 이용실적에 따라 소정의 마일리지를 부여하고, 각종 마일리지를 통합마일리지로 환전하여 주거나 원하는 경우 현금으로 환전하여 주므로 마일리지를 사장시키는 일이 없어지게 된다. 또한 가입자는 자신의 매출 현황을 정확하게 파악할 수 있어서 마케팅 자료로 삼을 수 있고, 소비자는 자신의 소비 경향과 지출경황을 파악할 수 있고 확인할 수 있어서 건전한 소비문화를 정착시킬 수 있게 된다. 그리고 결제수단으로 신용카드, 핸드폰 요금, 교통카드, 전화카드, 현금, 사이버머니, 마일리지 등을 사용할 수 있다. 또한 본 발명은 인터넷 기반의 전자상거래를 위한 결제 시스템이어서 자동판매기와 같은 소액 결제 시스템 뿐만 아니라 금액이 큰 경우에도 얼마든지 사용할 수 있는 시스템이다. 전자상거래, 결제 방법, 인터넷, 사이버머니, 마일리지, 핸드폰, SMS.",거절
"본 발명은 컴퓨터 모니터나 핸드폰 등의 표시 장치에 내장 또는 외장으로 거울을 설치하여 표시 장치를 거울로 이용할 수 있는 표시 장치를 이용한 거울 장치에 관한 것이다. 본 발명은 전자 장치 또는 통신 기기의 신호 처리 결과에 따라 그 결과를 표시하는 표시 장치의 내부 또는 외부에 사용자의 조작에 따라 거울로서 기능하는 거울 장치가 설치되는 것을 특징으로 한다. 상기 거울 장치는 롤 블라인드(Roll Blind) 방식, 자동 롤 블라인드 방식, 수동 블라인드 방식, 버티컬 블라인드 방식, 중형 또는 대형 디스플레이 장치에 이용되는 방식, 소형 디스플레이 장치에 이용되는 방식, 표시 장치 내장형 거울 장치, 소형 디스플레이 장치에 적용된 내장형 거울 장치 등으로 구현된다. 본 발명에 의하면, 표시 장치를 본래의 표시 기능 이외에 일부 또는 전부를 거울 장치로 이용할 수 있게 됨으로써 그 이용 가치를 대폭 향상시키는 효과가 있다. 표시 장치, 거울, 블라인드, 부착용, 모니터, 텔레비전, 디스플레이어",거절
"본 발명은 공중전파를 이용한 엘씨디 세그먼트 표시장치에 관한 것으로, 복수의 세그먼트가 구비된 표시수단과, 전파를 발생하는 전파 송신기로부터 방사되는 공중 전파를 감지하여 상기 표시수단의 각 세그먼트를 소정의 시간 간격으로 주기적으로 ON, OFF시키는 구동회로를 포함하여 구성된다. 이러한 본 발명은 핸드폰과 같은 이동통신 전화기를 꺼내지 않고도 전화의 수신 여부를 확인 할 수 있고, 액세서리와 같은 표시수단에 각종 판촉, 광고, 홍보 등을 위한 내용을 넣어 효과적으로 활용할 수 있다. 또, 표시시트를 사용자가 자유로이 바꿀 수 있어서 새로운 표현이 가능하고, LCD의 각 세그먼트가 주기적으로 점멸되어 각종 표시내용이 다양한 형태로 다채롭게 표시되며, LCD로 작동되므로 다른 어떤 빛을 이용한 구동 장치보다 전원 소비가 아주 작다. 또한, 태양전지를 전원 공급원으로 사용할 수 있기 때문에 전원공급부가 작동되지 않더라도 빛이 있는 장소에서는 다른 추가 전원 공급 장치가 필요 없이 액세서리와 같은 표시수단을 동작시킬 수 있고, 태양전지만을 이용할 때에는 전원 공급장치에 구성되는 배터리가 필요 없어 비용이 절감된다.",거절
"개인자산통합시스템(PFMS) 서비스가 은행 e뱅킹 전략의 주요 수단으로 떠오르고 있다. 또한 각 은행이나 소프트웨어 개발회사에서 이전의 금전 출납부와는 다른 새로운 전자가계부들을 속속 선보이고 있다. 하지만 사용자들에게 궁극적으로 필요한, 완벽하고 편리한 금전관리 프로그램은 이보다 더욱 발전해야 한다 본 서비스는 지능적으로 개인화된 핸드폰 설정을 통해 언제 어디서라도 개인의 정보 단말기(핸드폰,PDA, 웹,PC)에서 자금을 관리해 주는 S/W 및 네트워크 싱크 서비스이다.Windows 기반 소프트웨어 형태와 웹 서비스 형태, 무선인터넷(모바일,PDA 등)형태를 모두 사용할 수 있으며, 각 기기간에 모든 데이터를 연동하여 사용할 수 있다. 언제, 어디서나 사용할 수 있으며 간편한 설치와 사용이 가능하며 간단한 가계부관리 기능을 제공하며, 핸드폰,PDA, 웹,PC가 서로 연관성을 가지고 구동된다. 가장 큰 특징은 모바일과 웹DB와의 연동을 통하여 금전관리, 예산과 결산, 일정 관리가 실시간 입력, 편집이 가능하며, 실시간으로 자신의 금전 출납 여부(현금 사용 내역, 핸드폰 요금, 적금 만기일, 카드 요금 청구)를 알려주고, 결정할 수 있는 서비스이다. 또한 자산 관리의 계정 과목을 사용자의 성향에 의하여 단순화된 아이템만 핸드폰에 보여주므로 사용자는 개인화된 입력을 할 수 있다. 금융회사, 웹 DB, 핸드폰, PDA, PC싱크에이전트, PFMS , 계좌 통합 관리, 가계부",거절
본 발명은 무선인터넷과 db를 이용하여 다수의 광고주가 하나의 광고복권기금을 조성하여 각 광고주가 원하는 광고대상에게 각 광고주의 광고를 가능하게 하는 시스템으로 광고주는 적은 비용을 부담하고도 자신이 원하는 대상에 대하여 타겟 광고를 할 수 있는 시스템이다. 광고주가 원하는 광고대상을 광고복권주관사 회원중에 찾아내어 그들의 핸드폰에 복권을 문자메세지의 형태로 전송하여 광고대상의 광고주의 무선인터넷 사이트 방문을 유도하고 방문자에게 광고주의 광고를 시청하게 하여 광고주에게 타겟광고 효과를 방문자에게는 행운을 제공하고 위한 것이다.,거절
"본 발명은 핸드폰의 힌지장치에 관한 것으로서, 핸드폰의 본체부와 뚜껑부를 상호 연결하는 역할을 하는 상기 힌지장치 내에 스톱퍼를 구비함으로써, 본체부와 뚜껑부 사이의 상대 회전량이 일정 한도에 이르면, 상기 스톱퍼가 작동함에 따라 뚜껑부의 개방이 정지됨에 따라, 핸드폰 뚜껑부 개방시 본체부와 뚜껑부 사이의 직접적이고도 급격한 접촉을 방지하여 미관을 장기간 유지하게 되는 효과를 얻을 수 있다. 핸드폰, 힌지장치",거절
1형 : 핸드폰 고정기 몸체에 자석을 넣는다. 밧데리 뒷면에 철판을 부착하여 핸드폰을 고정판과 함께 고정시킨다. 밧데리 여유분은 고정기 뒷면쪽에 부착시킨다. 허리 고정기를 이용하여 밸트나 허리에 고정시킨다. 2형: 미니가방의 지퍼를 열어 핸드폰을 넣는다 판은 미니가방의 모양을 유지 시켜준다. 허리고정기를 이용하여 밸트나 허리부분에 고정시킨다.,거절
"본 발명은 알에프 아이디 카드 태그(RF(Radio-Frequency)ID Card Tag)와 모바일 메세지(Mobile Message(SMS, MMS, E-mail)를 무선 인터넷을 이용하여 제공하는 제품 진위구별 서비스 방법 및 장치에 관한 것으로, 각 제품 판매업소(직영점, 명품 매장, 백화점, 쇼핑몰 등)에서 대고객 서비스 일환으로 제품의 진위여부를 구별할 수 있는 시스템을 도입, 제품을 구입한 고객의 휴대폰이나 무선통신을 지원하는 모든 개인 휴대 단말기로 태그(Tag)에 입력된 제품의 고유인증번호를 실시간 전송, 고객에게 국내.외 제품의 진위구별 서비스 방법 및 장치에 관한 것이다. 위에서 언급한 제품 진위구별 서비스라 함은 국내.외에서 판매, 유통되고 있는 제품 중 진품과 모조품을 거의 구별할 수 없을 정도로 외부에서 내부까지 똑같은 형태로 생산하고 있으며, 심지어 진품을 입증하는 각종 태그 및 설명서까지 복제를 하고 있는 상황에서 오리지널 제품을 구별하기 위한 방법으로 제품에 부착되어 있는 태그(Tag)를 알에프 아이디 카드(RFID Card) 즉, 알에프(RF(Radio-Frequency))방식의 아이씨(IC)칩이 내장된 플라스틱 및 스마트(Smart)카드와 같은 개별제품 인식도구로 태그에 제품의 고유인증번호를 입력, 제품을 구매한 고객의 휴대폰 및 무선통신을 지원하는 모든 종류의 개인 휴대 단말기에 무선 인터넷을 통하여 모바일 메세지(Mobile Message(SMS, MMS, E-mail))를 실시간으로 전송하는 서비스라 할 수 있다. 본 발명에 따른 제품 진위구별 서비스 방법은 제품 판매업소(직영점, 명품매 장, 백화점, 쇼핑몰 등)에서 제품을 구매한 고객이 각각의 제품에 부착된 알에프 아이디 카드 태그(RFID Card Tag)를 리더기에 인식시키는 순간, 해당 데이터를 판독한 후 독립형 무선서버로부터 메인수신관리서버로 인터넷을 통해 자동으로 데이터를 전송하고, 메인수신관리서버는 전송된 데이터를 조회한 후, 제품 구매고객의 휴대폰 및 무선통신을 지원하는 모든 종류의 개인 휴대 단말기에 전송한다. 본 발명에 따르면 각각의 제품 판매업소가 개별적으로 진행했던 제품 진위구별을 통합함으로써, 구매고객에 제품의 진위구별은 물론, 제품에 대한 보다 빠른 정보제공 및 고객관리, 상품 재고관리, 제품 진위구별을 통한 제품 판매효과를 극대화할 수 있다. 또한, 각 제품 판매업소를 이용한 구매고객의 데이터베이스(구매고객의 핸드폰 번호, 구매제품, 구매가격 등)를 제품 생산, 유통업체의 출고서버 및 판매서버에 저장하여 고객만족관리(CRM : Customer Relationship Management)기반의 차별화된 1:1 고객맞춤서비스를 제공하는데 본 발명의 목적이 있다.",거절
